Sentence ID,Sentence
പ്ലംബർ.കസ്റ്റമർ.0.neutral,"പ്ലംബർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലംബർ.ഒരു ആള.1.male,"പ്ലംബർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്ലംബർ.ഒരു ആള.1.female,"പ്ലംബർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്ലംബർ.ഒരു ആള.1.neutral,"പ്ലംബർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്ലംബർ.ഒരു ആള.0.male,"പ്ലംബർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലംബർ.ഒരു ആള.0.female,"പ്ലംബർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലംബർ.ഒരു ആള.0.neutral,"പ്ലംബർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അദ്ധ്യാപകൻ.കസ്റ്റമർ.1.male,"അദ്ധ്യാപകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അദ്ധ്യാപകൻ.കസ്റ്റമർ.1.female,"അദ്ധ്യാപകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അദ്ധ്യാപകൻ.കസ്റ്റമർ.1.neutral,"അദ്ധ്യാപകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അദ്ധ്യാപകൻ.കസ്റ്റമർ.0.male,"അദ്ധ്യാപകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അദ്ധ്യാപകൻ.കസ്റ്റമർ.0.female,"അദ്ധ്യാപകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അദ്ധ്യാപകൻ.കസ്റ്റമർ.0.neutral,"അദ്ധ്യാപകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അദ്ധ്യാപകൻ.ഒരു ആള.1.male,"അദ്ധ്യാപകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അദ്ധ്യാപകൻ.ഒരു ആള.1.female,"അദ്ധ്യാപകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അദ്ധ്യാപകൻ.ഒരു ആള.1.neutral,"അദ്ധ്യാപകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അദ്ധ്യാപകൻ.ഒരു ആള.0.male,"അദ്ധ്യാപകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അദ്ധ്യാപകൻ.ഒരു ആള.0.female,"അദ്ധ്യാപകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അദ്ധ്യാപകൻ.ഒരു ആള.0.neutral,"അദ്ധ്യാപകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സർജൻ.കസ്റ്റമർ.1.male,"സർജൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
സർജൻ.കസ്റ്റമർ.1.female,"സർജൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
സർജൻ.കസ്റ്റമർ.1.neutral,"സർജൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
സർജൻ.കസ്റ്റമർ.0.male,"സർജൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സർജൻ.കസ്റ്റമർ.0.female,"സർജൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സർജൻ.കസ്റ്റമർ.0.neutral,"സർജൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സർജൻ.ഒരു ആള.1.male,"സർജൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
സർജൻ.ഒരു ആള.1.female,"സർജൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
സർജൻ.ഒരു ആള.1.neutral,"സർജൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
സർജൻ.ഒരു ആള.0.male,"സർജൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സർജൻ.ഒരു ആള.0.female,"സർജൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സർജൻ.ഒരു ആള.0.neutral,"സർജൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൃഗഡോക്ടർ.കസ്റ്റമർ.1.male,"മൃഗഡോക്ടർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
മൃഗഡോക്ടർ.കസ്റ്റമർ.1.female,"മൃഗഡോക്ടർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
മൃഗഡോക്ടർ.കസ്റ്റമർ.1.neutral,"മൃഗഡോക്ടർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
മൃഗഡോക്ടർ.കസ്റ്റമർ.0.male,"മൃഗഡോക്ടർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൃഗഡോക്ടർ.കസ്റ്റമർ.0.female,"മൃഗഡോക്ടർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൃഗഡോക്ടർ.കസ്റ്റമർ.0.neutral,"മൃഗഡോക്ടർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൃഗഡോക്ടർ.ഒരു ആള.1.male,"മൃഗഡോക്ടർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
മൃഗഡോക്ടർ.ഒരു ആള.1.female,"മൃഗഡോക്ടർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
മൃഗഡോക്ടർ.ഒരു ആള.1.neutral,"മൃഗഡോക്ടർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
മൃഗഡോക്ടർ.ഒരു ആള.0.male,"മൃഗഡോക്ടർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൃഗഡോക്ടർ.ഒരു ആള.0.female,"മൃഗഡോക്ടർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൃഗഡോക്ടർ.ഒരു ആള.0.neutral,"മൃഗഡോക്ടർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാമെഡിക്കൽ.കസ്റ്റമർ.1.male,"പാരാമെഡിക്കൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പാരാമെഡിക്കൽ.കസ്റ്റമർ.1.female,"പാരാമെഡിക്കൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പാരാമെഡിക്കൽ.കസ്റ്റമർ.1.neutral,"പാരാമെഡിക്കൽ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പാരാമെഡിക്കൽ.കസ്റ്റമർ.0.male,"പാരാമെഡിക്കൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാമെഡിക്കൽ.കസ്റ്റമർ.0.female,"പാരാമെഡിക്കൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാമെഡിക്കൽ.കസ്റ്റമർ.0.neutral,"പാരാമെഡിക്കൽ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാമെഡിക്കൽ.ഒരു ആള.1.male,"പാരാമെഡിക്കൽ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പാരാമെഡിക്കൽ.ഒരു ആള.1.female,"പാരാമെഡിക്കൽ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പാരാമെഡിക്കൽ.ഒരു ആള.1.neutral,"പാരാമെഡിക്കൽ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പാരാമെഡിക്കൽ.ഒരു ആള.0.male,"പാരാമെഡിക്കൽ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാമെഡിക്കൽ.ഒരു ആള.0.female,"പാരാമെഡിക്കൽ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാമെഡിക്കൽ.ഒരു ആള.0.neutral,"പാരാമെഡിക്കൽ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
എക്സാമിനർ.കസ്റ്റമർ.1.male,"എക്സാമിനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
എക്സാമിനർ.കസ്റ്റമർ.1.female,"എക്സാമിനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
എക്സാമിനർ.കസ്റ്റമർ.1.neutral,"എക്സാമിനർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
എക്സാമിനർ.കസ്റ്റമർ.0.male,"എക്സാമിനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
എക്സാമിനർ.കസ്റ്റമർ.0.female,"എക്സാമിനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
എക്സാമിനർ.കസ്റ്റമർ.0.neutral,"എക്സാമിനർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
എക്സാമിനർ.ഒരു ആള.1.male,"എക്സാമിനർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
എക്സാമിനർ.ഒരു ആള.1.female,"എക്സാമിനർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
എക്സാമിനർ.ഒരു ആള.1.neutral,"എക്സാമിനർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
എക്സാമിനർ.ഒരു ആള.0.male,"എക്സാമിനർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
എക്സാമിനർ.ഒരു ആള.0.female,"എക്സാമിനർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
എക്സാമിനർ.ഒരു ആള.0.neutral,"എക്സാമിനർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
രസതന്ത്രജ്ഞൻ.കസ്റ്റമർ.1.male,"രസതന്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
രസതന്ത്രജ്ഞൻ.കസ്റ്റമർ.1.female,"രസതന്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
രസതന്ത്രജ്ഞൻ.കസ്റ്റമർ.1.neutral,"രസതന്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
രസതന്ത്രജ്ഞൻ.കസ്റ്റമർ.0.male,"രസതന്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
രസതന്ത്രജ്ഞൻ.കസ്റ്റമർ.0.female,"രസതന്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
രസതന്ത്രജ്ഞൻ.കസ്റ്റമർ.0.neutral,"രസതന്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
രസതന്ത്രജ്ഞൻ.ഒരു ആള.1.male,"രസതന്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
രസതന്ത്രജ്ഞൻ.ഒരു ആള.1.female,"രസതന്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
രസതന്ത്രജ്ഞൻ.ഒരു ആള.1.neutral,"രസതന്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
രസതന്ത്രജ്ഞൻ.ഒരു ആള.0.male,"രസതന്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
രസതന്ത്രജ്ഞൻ.ഒരു ആള.0.female,"രസതന്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
രസതന്ത്രജ്ഞൻ.ഒരു ആള.0.neutral,"രസതന്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മെഷിനിസ്റ്റ്.കസ്റ്റമർ.1.male,"മെഷിനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
മെഷിനിസ്റ്റ്.കസ്റ്റമർ.1.female,"മെഷിനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
മെഷിനിസ്റ്റ്.കസ്റ്റമർ.1.neutral,"മെഷിനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
മെഷിനിസ്റ്റ്.കസ്റ്റമർ.0.male,"മെഷിനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മെഷിനിസ്റ്റ്.കസ്റ്റമർ.0.female,"മെഷിനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മെഷിനിസ്റ്റ്.കസ്റ്റമർ.0.neutral,"മെഷിനിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മെഷിനിസ്റ്റ്.ഒരു ആള.1.male,"മെഷിനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
മെഷിനിസ്റ്റ്.ഒരു ആള.1.female,"മെഷിനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
മെഷിനിസ്റ്റ്.ഒരു ആള.1.neutral,"മെഷിനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
മെഷിനിസ്റ്റ്.ഒരു ആള.0.male,"മെഷിനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മെഷിനിസ്റ്റ്.ഒരു ആള.0.female,"മെഷിനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മെഷിനിസ്റ്റ്.ഒരു ആള.0.neutral,"മെഷിനിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.കസ്റ്റമർ.1.male,"മൂല്യനിർണ്ണയക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.കസ്റ്റമർ.1.female,"മൂല്യനിർണ്ണയക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.കസ്റ്റമർ.1.neutral,"മൂല്യനിർണ്ണയക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.കസ്റ്റമർ.0.male,"മൂല്യനിർണ്ണയക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.കസ്റ്റമർ.0.female,"മൂല്യനിർണ്ണയക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.കസ്റ്റമർ.0.neutral,"മൂല്യനിർണ്ണയക്കാരൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.ഒരു ആള.1.male,"മൂല്യനിർണ്ണയക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.ഒരു ആള.1.female,"മൂല്യനിർണ്ണയക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.ഒരു ആള.1.neutral,"മൂല്യനിർണ്ണയക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.ഒരു ആള.0.male,"മൂല്യനിർണ്ണയക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.ഒരു ആള.0.female,"മൂല്യനിർണ്ണയക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
മൂല്യനിർണ്ണയക്കാരൻ.ഒരു ആള.0.neutral,"മൂല്യനിർണ്ണയക്കാരൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.കസ്റ്റമർ.1.male,"പോഷകാഹാര വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.കസ്റ്റമർ.1.female,"പോഷകാഹാര വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.കസ്റ്റമർ.1.neutral,"പോഷകാഹാര വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.കസ്റ്റമർ.0.male,"പോഷകാഹാര വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.കസ്റ്റമർ.0.female,"പോഷകാഹാര വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.കസ്റ്റമർ.0.neutral,"പോഷകാഹാര വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.ഒരു ആള.1.male,"പോഷകാഹാര വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.ഒരു ആള.1.female,"പോഷകാഹാര വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.ഒരു ആള.1.neutral,"പോഷകാഹാര വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.ഒരു ആള.0.male,"പോഷകാഹാര വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.ഒരു ആള.0.female,"പോഷകാഹാര വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പോഷകാഹാര വിദഗ്ധൻ.ഒരു ആള.0.neutral,"പോഷകാഹാര വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആർക്കിടെക്റ്റ്.കസ്റ്റമർ.1.male,"ആർക്കിടെക്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ആർക്കിടെക്റ്റ്.കസ്റ്റമർ.1.female,"ആർക്കിടെക്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ആർക്കിടെക്റ്റ്.കസ്റ്റമർ.1.neutral,"ആർക്കിടെക്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ആർക്കിടെക്റ്റ്.കസ്റ്റമർ.0.male,"ആർക്കിടെക്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആർക്കിടെക്റ്റ്.കസ്റ്റമർ.0.female,"ആർക്കിടെക്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആർക്കിടെക്റ്റ്.കസ്റ്റമർ.0.neutral,"ആർക്കിടെക്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആർക്കിടെക്റ്റ്.ഒരു ആള.1.male,"ആർക്കിടെക്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ആർക്കിടെക്റ്റ്.ഒരു ആള.1.female,"ആർക്കിടെക്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ആർക്കിടെക്റ്റ്.ഒരു ആള.1.neutral,"ആർക്കിടെക്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ആർക്കിടെക്റ്റ്.ഒരു ആള.0.male,"ആർക്കിടെക്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആർക്കിടെക്റ്റ്.ഒരു ആള.0.female,"ആർക്കിടെക്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ആർക്കിടെക്റ്റ്.ഒരു ആള.0.neutral,"ആർക്കിടെക്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കേശവൻ.കസ്റ്റമർ.1.male,"കേശവൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
കേശവൻ.കസ്റ്റമർ.1.female,"കേശവൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
കേശവൻ.കസ്റ്റമർ.1.neutral,"കേശവൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
കേശവൻ.കസ്റ്റമർ.0.male,"കേശവൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
